symbol,direction,entry,exit,qty,pnl,reason,open_ts,close_ts,hold_minutes,tp1_hit,sl,tp1,tp2,score,regime,tier
1000PEPEUSDT,LONG,0.0069232,0.0069893,4333.2563,0.28642824,trailing_stop,2024-03-20 02:20:00+00:00,2024-03-20 02:50:00+00:00,30.0,False,0.006527,0.007517,0.007913,0.0,UNKNOWN,T2
TONUSDT,LONG,3.8872,3.8828,7.7176,-0.03395744,trailing_stop,2024-03-20 02:30:00+00:00,2024-03-20 03:40:00+00:00,70.0,False,3.728914,4.124629,4.282914,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0083312,0.0083312,3600.9218,0.0,trailing_stop,2024-03-21 01:00:00+00:00,2024-03-21 01:10:00+00:00,10.0,False,0.007989,0.008845,0.009187,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0083312,0.0082893,3600.9218,-0.15087862,trailing_stop,2024-03-21 01:10:00+00:00,2024-03-21 01:50:00+00:00,40.0,False,0.007989,0.008845,0.009187,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.797,11.82,2.543,0.058489,trailing_stop,2024-03-21 01:00:00+00:00,2024-03-21 03:45:00+00:00,165.0,False,11.631286,12.045571,12.211286,0.0,UNKNOWN,T2
TONUSDT,LONG,4.1101,4.17,7.2991,0.43721609,trailing_stop,2024-03-22 02:15:00+00:00,2024-03-22 03:05:00+00:00,50.0,False,4.046546,4.20543,4.268984,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0080251,0.0080559,3738.2712,0.11513875,trailing_stop,2024-03-22 01:00:00+00:00,2024-03-22 03:40:00+00:00,160.0,False,0.007736,0.008459,0.008749,0.0,UNKNOWN,T2
TONUSDT,LONG,4.2018,4.3312,7.1398,0.99489543,trailing_stop,2024-03-22 03:05:00+00:00,2024-03-22 04:05:00+00:00,60.0,True,4.122782,4.320327,4.399345,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0074113,0.0074837,4047.8728,0.29306599,trailing_stop,2024-03-23 01:00:00+00:00,2024-03-23 01:35:00+00:00,35.0,False,0.007244,0.007662,0.00783,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.437,11.49,2.6231,0.1390243,trailing_stop,2024-03-23 01:00:00+00:00,2024-03-23 02:15:00+00:00,75.0,False,11.292536,11.653696,11.798161,0.0,UNKNOWN,T2
TONUSDT,LONG,4.5523,4.5982,6.5901,0.30248559,trailing_stop,2024-03-23 01:00:00+00:00,2024-03-23 03:15:00+00:00,135.0,False,4.388282,4.798327,4.962345,0.0,UNKNOWN,T2
TONUSDT,LONG,4.9665,5.0084,6.0405,0.25309695,trailing_stop,2024-03-24 01:00:00+00:00,2024-03-24 04:00:00+00:00,180.0,False,4.8375,5.16,5.289,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.494,11.34,2.6101,-0.4019554,SL_hit,2024-03-24 02:00:00+00:00,2024-03-24 04:20:00+00:00,140.0,False,11.372214,11.676679,11.798464,0.0,UNKNOWN,T2
TONUSDT,LONG,5.012,5.0793,5.9856,0.40283088,trailing_stop,2024-03-24 04:00:00+00:00,2024-03-24 05:10:00+00:00,70.0,False,4.854411,5.248384,5.405973,0.0,UNKNOWN,T2
TONUSDT,LONG,4.9993,5.026,6.0008,0.16022136,trailing_stop,2024-03-25 01:00:00+00:00,2024-03-25 02:10:00+00:00,70.0,False,4.909996,5.133255,5.222559,0.0,UNKNOWN,T2
1000PEPEUSDT,LONG,0.0076862,0.0076985,3903.0991,0.04800812,trailing_stop,2024-03-25 01:00:00+00:00,2024-03-25 04:00:00+00:00,180.0,False,0.007433,0.008066,0.008319,0.0,UNKNOWN,T2
ATOMUSDT,LONG,11.652,11.685,2.5747,0.0849651,trailing_stop,2024-03-25 01:00:00+00:00,2024-03-25 04:15:00+00:00,195.0,False,11.524321,11.843518,11.971196,0.0,UNKNOWN,T2
